mix_id,data_source,row_type,pareto_rank,plastic_type,replacement_pct,particle_size_mm,wc_ratio,additive_type,additive_pct,curing_temp_c,curing_days,compressive_strength_mpa,flexural_strength_mpa,split_tensile_mpa,density_kgm3,water_absorption_pct,thermal_conductivity_wm,durability_index,cost_inr_per_m3,co2_kgco2e_per_m3,plastic_diversion_kg_per_m3,composite_objective_score,is_feasible,cement_kg_per_m3,water_kg_per_m3,fine_agg_kg_per_m3,coarse_agg_kg_per_m3,plastic_kg_per_m3,additive_kg_per_m3,cement_cost_inr,aggregate_cost_inr,plastic_cost_inr,additive_cost_inr,co2_from_cement_kgco2e,co2_from_aggregates_kgco2e,co2_from_additive_kgco2e,co2_transport_kgco2e,co2_plastic_credit_kgco2e,scenario_strength_score,scenario_cost_score,scenario_sustainability_score,best_scenario,sens_replacement_pct_plus10_cs_delta,sens_replacement_pct_minus10_cs_delta,sens_particle_size_mm_plus10_cs_delta,sens_particle_size_mm_minus10_cs_delta,sens_wc_ratio_plus10_cs_delta,sens_wc_ratio_minus10_cs_delta,sens_additive_pct_plus10_cs_delta,sens_additive_pct_minus10_cs_delta,sens_curing_temp_c_plus10_cs_delta,sens_curing_temp_c_minus10_cs_delta,most_sensitive_input,risk_flag,log_replacement_pct,log_particle_size_mm,log_curing_days,replacement_pct_x_wc,replacement_pct_x_add,inv_wc_ratio,plastic_volume_fraction,plastic_density_kg_m3,curing_maturity_index,is_plain_concrete
M2_00001,synthetic_physics_m2,lhs_sample,0,PET,34.81004639784196,7.510490967138706,0.4013804673600295,fibres,6.743421065698021,54.19372151014082,3,8.906105809097859,1.150819585905737,0.6345491186733541,1960.4063954359183,9.463128343147927,0.8618532855348929,21.72139271127293,6274.570184067368,172.96333601320643,54.3824875800248,0.44522131529098874,False,206.3434786712403,82.82224190575671,595.5698608064741,1100.0,54.3824875800248,13.914609608410522,1444.404350698682,2221.637015400287,2447.211941101116,111.31687686728418,171.26508729712944,10.677849304032371,25.04629729513894,47.547833486942864,-81.5737313700372,0.3054200487463427,0.47769247404185555,0.6117462159186988,sustainability,-1.9739890812995977,1.9739890812996013,-0.08104876389968396,0.08104876389968574,-3.316214712850474,3.8163983948809808,0.042986936683034216,-0.042986936683034216,-0.14964463255975957,0.1496446325597578,wc_ratio,0,3.578228479676689,2.0163008387575196,1.0986122886681098,13.972072691990117,234.73880017713296,2.491401752998164,0.3481004639784196,1380.0,162.58116453042246,0
M2_00002,synthetic_physics_m2,lhs_sample,0,Mixed,31.867750117705036,7.416841973123542,0.5717379785649077,none,4.795729545577482,63.303307604140294,28,2.0,0.5,0.3,1906.0256420740118,9.215799309149396,0.8897213416478851,24.085400124979422,4732.145591506149,194.4275910618531,37.88053315878145,0.4634671781461016,False,213.75938602000718,122.2143592623547,604.3967496468849,1100.0,37.88053315878145,10.251322031806508,1496.3157021400502,2238.8165603965626,947.0133289695364,0.0,177.42029039660596,10.721983748234425,0.0,47.953903391672306,-41.668586474659605,0.23962787436649052,0.6897975517703742,0.5302793882474417,cost,0.0,0.0,0.0,0.0,0.0,0.1556092542107157,0.0,0.0,0.0,0.0,replacement_pct,0,3.4924919374388805,2.0037533564904404,3.332204510175204,18.220003033708277,152.82911079055833,1.74905295343516,0.31867750117705035,1050.0,1772.4926129159282,0
M2_00003,synthetic_physics_m2,lhs_sample,0,HDPE,5.805742310034107,3.5999200919082806,0.5251187116266398,fibres,17.505907946224305,35.10377238674484,28,24.237456597728297,4.35097610880327,2.7762566509347453,2300.613166832697,4.352161681039844,1.5893988053890238,54.763171153145166,5284.39318402467,414.4060299391161,6.309636925621973,0.4194225582132116,True,313.5878007459713,164.6708219095559,682.5827730698977,1100.0,6.309636925621973,54.89639172917904,2195.114605221799,2360.3412417958025,239.76620317363498,439.1711338334323,260.2778746191562,11.112913865349489,98.81350511252226,52.404264345396726,-8.202528003308565,0.39471967597792557,0.580684701850475,0.27864232808111894,cost,-0.3021586686533979,0.3021586686533979,-0.10069655014589429,0.10069655014589429,-4.345678209632698,5.222485224686729,0.28084916552006334,-0.2808491655200598,-0.24829277624990453,0.24829277624989743,wc_ratio,0,1.917766713186506,1.2809116485235699,3.332204510175204,3.048703921881382,101.63479043895673,1.9043313023494037,0.05805742310034107,960.0,982.9056268288556,0
M2_00004,synthetic_physics_m2,lhs_sample,0,PVC,30.03434494569845,12.859650662947988,0.36564539424796527,fibres,8.23907896093358,43.89122237339186,28,15.340975140246115,2.0707168231404744,1.2113046459850292,2041.7030886025623,8.322548290543798,1.206930122305754,34.783474264569634,5395.603514584011,230.03390762609226,47.60160331016358,0.514502648098967,True,218.6561283393194,79.95060625136414,609.8969651629046,1100.0,47.60160331016358,18.015251066796793,1530.5928983752358,2242.8405083694934,1428.0480993049075,144.12200853437434,181.4845865216351,10.749484825814523,32.427451920234226,48.2138273375556,-42.841442979147224,0.3847982604782964,0.6290134417499581,0.5854790235279514,cost,-2.5607543725387636,2.56075437253876,-0.2685467763407914,0.26854677634079316,-4.382067360636768,2.0532590071283856,0.09358756454643569,-0.09358756454644279,-0.2112555247765524,0.2112555247765524,wc_ratio,0,3.4350944926893714,2.55409455381749,3.332204510175204,10.981919898649293,247.45533954752594,2.7348901852209364,0.3003434494569845,1400.0,1228.954226454972,0
M2_00005,synthetic_physics_m2,lhs_sample,0,PET,32.23297387821843,5.627318604023852,0.6276764339918683,fibres,7.503562629289259,34.014774433528416,56,2.0,0.5276525188677349,0.3,1984.7192683027645,8.74487198369326,0.9423078109824423,30.759322593829292,6171.7648106114275,188.45995991577445,50.35641956823559,0.3915977887125194,False,212.81001008082643,133.5758282453067,603.3010783653447,1100.0,50.35641956823559,15.968332387811598,1489.670070565785,2238.309200372548,2266.0388805706016,127.74665910249279,176.63230836708593,10.716505391826724,28.742998298060876,47.90277721115428,-75.53462935235338,0.21877459192167004,0.46328438088194224,0.5601228439123755,sustainability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,replacement_pct,0,3.503542572139436,1.7276330594318456,4.02535169073515,20.23187810083319,241.8621382234567,1.593177544742671,0.3223297387821843,1380.0,1904.8273682775912,0
M2_00006,synthetic_physics_m2,lhs_sample,0,PP,16.524682724095467,6.88155437825258,0.5463187320780709,silica_fume,1.9948570169310815,37.821130069783834,28,13.35639886929263,1.6767258083889536,1.1097276644319336,2136.2671906941964,5.969619697913354,1.2902325720174572,41.46770749115648,5043.684301476202,259.38675787120843,16.930005130535545,0.4449548513672477,True,263.06025498204207,143.71474496192326,650.4259518277136,1100.0,16.930005130535545,5.247675955266061,1841.4217848742944,2310.0104022377627,711.0602154824928,131.19189888165153,218.3400116350949,10.952129759138568,0.07346746337372485,50.337155170243896,-20.316006156642654,0.31917574932547566,0.630203239489532,0.4050847580032772,cost,-0.9837323969912308,0.9583750198194174,-0.12353965824244817,0.12353965824244817,-3.6452540255750296,4.413365766750701,0.05921117378782981,-0.05921117378782803,-0.16619294244100757,0.16619294244100935,wc_ratio,0,2.86361032856821,1.9288445534991707,3.332204510175204,9.027743713820238,32.96437928472166,1.8304333007148224,0.16524682724095466,905.0,1058.9916419539472,0
M2_00007,synthetic_physics_m2,lhs_sample,0,HDPE,19.300232793070762,9.319037289130591,0.6462247248806207,silica_fume,18.254318009798837,32.96869627924828,7,7.820124491673662,1.09014839868432,0.8393171004168288,2056.466265992337,5.644777967885909,1.204713078282593,32.47541212607907,6066.616927394667,243.74874564739508,20.975347337375016,0.3500016943716963,False,252.52440424341262,163.18751365784195,642.0993016207877,1100.0,20.975347337375016,46.096607802942486,1767.6708297038883,2299.467703796966,797.0631988202506,1152.4151950735622,209.59525552203246,10.91049650810394,0.6453525092411948,49.865592646605016,-27.26795153858752,0.23442611347669634,0.4454559911801776,0.389137937830294,cost,-1.4816367972807427,1.4816367972807374,-0.06965057332365898,0.06965057332365987,-0.21867901097184372,4.2281225071577255,0.16278511048972977,-0.16278511048973154,-0.057567894895403704,0.057567894895403704,replacement_pct,0,3.0106323536209425,2.232059328204526,1.9459101490553132,12.472287626834087,352.3125870678617,1.5474493028485308,0.19300232793070762,960.0,230.78087395473796,0
M2_00008,synthetic_physics_m2,lhs_sample,0,PET,1.1026901618184761,11.395518367384398,0.417841431691258,none,28.059103021698306,27.355345733687834,14,28.31935529523802,4.247102738679984,2.5807469832006458,2360.3092430814404,3.7537402618464872,1.8071992225980227,56.884997169946416,4904.002054715233,346.3095230088998,1.7226933094069778,0.4879831228047684,True,342.4477252486245,143.08884779729982,696.6919295145445,1100.0,1.7226933094069778,96.08776002297391,2397.1340767403717,2379.346779051547,77.521198923314,0.0,284.23161195635834,11.183459647572723,0.0,53.47849136907924,-2.5840399641104668,0.4585344921747246,0.6648252854693744,0.321752188662627,cost,-0.04953993620550179,0.049539936205498236,-0.4298527991093053,0.42985279910930885,-3.861967544172348,4.470146942697191,0.0,0.0,-0.23051297865443487,0.19847592719867535,wc_ratio,0,0.7432175543486033,2.4332201524382606,2.6390573296152584,0.460749635926097,30.940496851477796,2.3932523779472823,0.01102690161818476,1380.0,382.97484027162966,0
M2_00009,synthetic_physics_m2,lhs_sample,0,PET,7.6250154702723405,10.38362530575208,0.6097665782993326,fibres,21.82292111195393,55.54451601324032,90,14.520094642846743,2.8013081838795513,1.5293726342457548,2291.245912725511,4.141818688090076,1.5168786359587592,61.643408933766445,5596.25909792351,416.5904664602706,11.912288319595278,0.34449886344501457,True,303.6875540454808,185.17852070240644,677.124953589183,1100.0,11.912288319595278,66.27349534616773,2125.8128783183656,2354.205282454015,536.0529743817875,530.1879627693419,252.06066985774905,11.085624767945916,119.29229162310193,52.0203126908666,-17.86843247939292,0.28066229189461234,0.5030530606437214,0.2661186938046411,cost,-0.4517936102409692,0.451793610240971,-0.20234523629963874,0.2023452362996423,-2.5118851353699316,4.549490528578618,0.2170865636582171,-0.21708656365821355,-0.2679262570115881,0.2679262570115917,wc_ratio,0,2.1546667565705793,2.34023007550408,4.499809670330265,4.649479592787441,166.4001110851816,1.6399718114906308,0.07625015470272341,1380.0,4999.006441191628,0
M2_00010,synthetic_physics_m2,lhs_sample,0,PET,5.697566028555698,16.503271301787677,0.4859038906320232,fly_ash,14.810583483200835,54.924016501092716,56,23.613734787719583,3.2108961424976683,2.45080696963091,2334.5419705325544,3.7103908249285102,1.6320578784261113,61.41235851105515,5065.396782211502,312.23030262158795,8.901103154045506,0.47404212955728947,True,314.1968536116621,152.66947359424688,682.907301914333,1100.0,8.901103154045506,46.53438730574553,2199.377975281635,2359.627900230924,400.5496419320478,55.84126476689464,260.78338849767954,11.114536509571664,1.2564284572551294,52.42760388814989,-13.351654731068258,0.4162642376671035,0.6387121455487497,0.36179526173905674,cost,-0.29766453639730983,0.29766453639731694,-0.5523202824150673,0.5523202824150744,-4.068082006542053,4.822237339275254,0.3476225137782585,-0.3476225137782585,-0.41699657686875113,0.41699657686875113,wc_ratio,0,1.901744181074958,2.8035586219698816,4.02535169073515,2.768469500408059,84.38427731697321,2.0580201543545646,0.056975660285556985,1380.0,3075.7449240611923,0
